City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,isangel,-19.55,169.2667,28.06,69,75,6.17,VU,1728610623
363,anadyr,64.75,177.4833,-1.11,63,20,3.0,RU,1728610624
364,nar'yan-mar,67.6713,53.087,-2.74,63,100,8.18,RU,1728610625
365,bikenibeu village,1.3673,173.1241,30.98,70,75,5.14,KI,1728610626
366,porto seguro,-16.4497,-39.0647,26.29,89,40,3.09,BR,1728610627
367,novo aripuana,-5.1206,-60.3797,28.08,42,18,1.39,BR,1728610629
368,jiayuguan,39.8167,98.3,14.3,24,100,0.51,CN,1728610630
369,khenifra,32.9333,-5.6667,17.47,64,0,1.11,MA,1728610631
370,mananjary,-21.2167,48.3333,20.07,82,60,0.62,MG,1728610632
371,piacabucu,-10.4056,-36.4344,25.43,69,100,5.38,BR,1728610633
372,happy valley-goose bay,53.3168,-60.3315,7.17,100,100,1.54,CA,1728610634
373,balqash,46.8481,74.995,13.31,67,100,7.58,KZ,1728610635
374,ta`u,-14.2336,-169.5144,26.72,81,51,8.61,AS,1728610636
375,santa marta,11.2408,-74.199,27.16,83,40,2.06,CO,1728610383
376,praia da vitoria,38.7333,-27.0667,19.14,82,75,10.44,PT,1728610638
377,licheng,23.2955,113.8284,25.43,57,100,1.17,CN,1728610640
378,nadi,-17.8,177.4167,29.0,74,40,7.2,FJ,1728610641
379,sanctuary point,-35.1114,150.629,20.98,59,77,6.31,AU,1728610642
380,silver city,32.7701,-108.2803,21.48,29,0,4.12,US,1728610643
381,ayacucho,-13.1583,-74.2239,13.09,70,36,2.74,PE,1728610644
382,ruidoso,33.3317,-105.673,20.08,35,100,1.54,US,1728610645
383,general conesa,-40.1,-64.4333,15.85,63,4,6.09,AR,1728610646
384,port isabel,26.0734,-97.2086,26.02,78,0,0.0,US,1728610561
385,aromashevo,56.8602,68.6375,-1.9,73,100,7.55,RU,1728610648
386,pacific grove,36.6177,-121.9166,17.06,91,0,2.68,US,1728610649
387,bogale,16.2833,95.4,28.13,79,5,1.5,MM,1728610651
388,as sulayyil,20.4607,45.5779,24.98,28,3,4.37,SA,1728610652
389,conde,-7.2597,-34.9075,25.7,73,0,4.12,BR,1728610653
390,jayapura,-2.5333,140.7,31.66,66,52,2.67,ID,1728610654
391,castletown,53.0281,-9.0686,3.38,86,10,1.51,IE,1728610655
392,gizo,-8.103,156.8419,28.35,73,100,1.47,SB,1728610656
393,corral de bustos,-33.2821,-62.1846,17.04,55,0,2.89,AR,1728610657
394,maceio,-9.6658,-35.7353,22.69,94,40,2.06,BR,1728610578
395,nelson bay,-32.7167,152.15,21.73,74,0,1.34,AU,1728610660
396,ploneour-lanvern,47.9,-4.2833,6.18,100,0,2.06,FR,1728610661
397,northam,51.0333,-4.2167,7.36,65,23,1.34,GB,1728610574
398,paragominas,-2.9667,-47.4833,26.83,65,85,2.75,BR,1728610663
399,sal rei,16.1833,-22.9167,26.46,86,100,12.88,CV,1728610664
400,san juan nepomuceno,9.9516,-75.082,23.96,92,100,1.04,CO,1728610665
401,carutapera,-1.195,-46.02,25.4,81,78,3.44,BR,1728610666
402,loukhi,66.0764,33.0381,3.65,96,100,5.81,RU,1728610667
403,celestun,20.8667,-90.4,25.96,79,49,4.29,MX,1728610669
404,khanty-mansiysk,61.0042,69.0019,-1.94,74,40,3.0,RU,1728610670
405,george town,5.4112,100.3354,27.96,89,20,1.03,MY,1728610671
406,bechar,31.6167,-2.2167,22.18,43,0,2.06,DZ,1728610672
407,zapadnaya dvina,56.259,32.0745,10.62,88,54,4.87,RU,1728610673
408,neryungri,56.6709,124.6491,-0.22,92,100,4.39,RU,1728610674
409,griffith,41.5284,-87.4237,13.24,77,0,0.0,US,1728610675
410,nova sintra,14.8667,-24.7167,26.64,85,100,9.93,CV,1728610676
411,istaravshan,39.9142,69.0033,16.89,38,0,3.95,TJ,1728610677
412,coeur d'alene,47.6777,-116.7805,12.84,47,36,1.34,US,1728610679
413,shibganj,24.6829,88.1598,28.72,72,51,2.43,BD,1728610680
414,gobo,33.8833,135.15,22.22,59,100,5.64,JP,1728610681
415,berdigestyakh,62.0989,126.6992,-0.21,91,100,1.67,RU,1728610682
416,binhe,32.6883,112.8275,23.73,43,83,2.67,CN,1728610683
417,anori,-3.7728,-61.6442,29.12,36,100,1.55,BR,1728610684
418,abdulino,53.7,53.6667,0.47,71,76,7.26,RU,1728610685
419,siwa oasis,29.2041,25.5195,25.05,34,0,1.1,EG,1728610687
420,trevelin,-43.0858,-71.4639,5.36,79,99,2.05,AR,1728610689
421,copalnic manastur,47.5,23.6833,16.12,87,90,2.14,RO,1728610690
422,las khorey,11.1595,48.1967,28.43,60,11,1.52,SO,1728610691
423,aljezur,37.3191,-8.8033,19.48,92,99,6.1,PT,1728610692
424,nouadhibou,20.931,-17.0347,25.99,61,70,2.57,MR,1728610693
425,nikolayevsk-on-amure,53.1406,140.73,11.95,62,100,4.95,RU,1728610662
426,las tablas,7.7667,-80.2833,25.1,99,100,2.38,PA,1728610695
427,nueva gerona,21.8833,-82.8,27.42,77,28,4.31,CU,1728610696
428,salinopolis,-0.6136,-47.3561,26.59,82,48,4.48,BR,1728610697
429,pailon,-17.65,-62.75,20.77,81,79,6.82,BO,1728610699
430,stornoway,58.2093,-6.3865,6.72,79,95,6.17,GB,1728610700
431,twentynine palms,34.1356,-116.0542,30.84,13,0,3.59,US,1728610694
432,nizhneudinsk,54.9076,99.0276,-1.79,77,100,2.47,RU,1728610702
433,mandan,46.8267,-100.8896,19.76,42,100,5.66,US,1728610703
434,san antonio de pale,-1.4014,5.6325,24.36,80,100,5.01,GQ,1728610704
435,najaf,31.9985,44.3398,20.88,46,0,0.0,IQ,1728610705
436,karmala,18.4167,75.2,23.95,81,100,5.26,IN,1728610706
437,argo,37.6333,22.7333,22.19,60,100,1.13,GR,1728610707
438,amga,60.8953,131.9608,3.73,81,100,1.66,RU,1728610708
439,minas de marcona,-15.2119,-75.1103,12.0,86,65,6.64,PE,1728610710
440,montmorillon,46.4167,0.6667,9.15,96,29,2.55,FR,1728610711
441,noyabrsk,63.1994,75.4507,-3.92,92,100,5.29,RU,1728610712
442,revda,56.801,59.9303,-6.3,92,100,5.43,RU,1728610713
443,prado,-17.3411,-39.2208,24.71,85,100,2.19,BR,1728610714
444,brookings,44.3114,-96.7984,20.66,57,3,3.85,US,1728610715
445,pasighat,28.0667,95.3333,21.57,98,100,0.45,IN,1728610716
446,westport,41.1415,-73.3579,11.53,65,0,2.06,US,1728610663
447,ghanzi,-21.5667,21.7833,20.06,25,2,3.95,BW,1728610718
448,wagar,16.1525,36.2032,29.13,53,24,6.42,SD,1728610720
449,carnarvon,-24.8667,113.6333,27.48,46,0,3.33,AU,1728610721
450,bogo,11.0517,124.0055,31.08,67,31,0.68,PH,1728610722
451,broken hill,-31.95,141.4333,20.31,29,55,8.25,AU,1728610723
452,greymouth,-42.4667,171.2,11.86,65,99,3.69,NZ,1728610724
453,naantali,60.4674,22.0243,14.65,94,100,6.69,FI,1728610725
454,chadron,42.8294,-102.9999,21.82,25,0,3.6,US,1728610726
455,balvi,57.1313,27.2658,15.43,78,100,4.99,LV,1728610727
456,santa ana,33.7456,-117.8678,26.36,59,20,2.57,US,1728610706
457,kirakira,-10.4544,161.9205,28.44,75,99,4.54,SB,1728610729
458,suva,-18.1416,178.4415,29.71,70,40,3.09,FJ,1728610731
459,sariveliler,36.6913,32.6196,9.82,76,49,0.87,TR,1728610733
460,cardigan,52.0847,-4.6591,4.94,70,4,1.28,GB,1728610734
461,padangsidempuan,1.3667,99.2667,23.35,96,100,0.18,ID,1728610735
462,yaren,-0.5472,166.916,28.37,68,53,5.15,NR,1728610736
463,katsuura,35.1333,140.3,21.24,66,71,4.39,JP,1728610737
464,gamay,12.3854,125.2979,28.12,90,24,1.28,PH,1728610738
465,valdivia,-39.8142,-73.2459,11.05,100,100,0.87,CL,1728610611
466,la ronge,55.1001,-105.2842,7.14,70,20,1.54,CA,1728610742
467,arraial do cabo,-22.9661,-42.0278,21.33,90,100,11.63,BR,1728610743
468,rosario do sul,-30.2583,-54.9142,17.68,99,100,3.49,BR,1728610744
469,pechora,65.1472,57.2244,-5.64,84,30,2.72,RU,1728610745
470,aykol,38.1751,77.2132,16.33,37,0,1.69,CN,1728610746
471,grange,-34.9,138.4833,19.94,49,79,6.89,AU,1728610747
472,orcopampa,-15.2661,-72.3417,8.44,43,38,2.1,PE,1728610749
473,barranca,-10.75,-77.7667,17.02,88,56,3.35,PE,1728610750
474,nizhniy ingash,56.2,96.53,-3.19,66,18,2.17,RU,1728610751
475,crockett,31.3182,-95.4566,20.9,68,2,0.0,US,1728610753
476,ribnitz-damgarten,54.25,12.4667,10.1,69,69,7.59,DE,1728610754
477,tazacorte,28.629,-17.9293,22.54,76,0,2.06,ES,1728610755
478,boromo,11.75,-2.9333,25.0,78,80,1.8,BF,1728610756
479,keflavik,64.0049,-22.5624,0.24,64,3,10.29,IS,1728610757
480,labrador city,52.9463,-66.9114,3.43,85,100,4.63,CA,1728610759
481,colipapa,9.4726,122.5616,29.0,73,11,1.73,PH,1728610760
482,kendari,-3.945,122.4989,29.6,72,54,1.57,ID,1728610761
483,beloyarskiy,63.7119,66.6722,-7.21,96,12,1.18,RU,1728610762
484,mossel bay,-34.1831,22.146,14.96,79,100,2.88,ZA,1728610763
485,nieuw amsterdam,5.8833,-55.0833,25.79,85,80,2.85,SR,1728610764
486,porto velho,-8.7619,-63.9039,28.03,69,20,0.0,BR,1728609938
487,los llanos de aridane,28.6585,-17.9182,20.86,76,0,2.06,ES,1728610767
488,lauro de freitas,-12.8944,-38.3272,26.01,73,20,4.12,BR,1728610522
489,ndibene dahra,15.3338,-15.4766,24.01,84,100,1.8,SN,1728610770
490,mineiros,-17.5694,-52.5511,23.31,77,97,0.63,BR,1728610771
491,batouri,4.4333,14.3667,18.74,98,44,0.68,CM,1728610772
492,prince albert,53.2001,-105.7677,6.97,65,20,2.06,CA,1728610337
493,buka,40.8108,69.1986,17.22,40,47,3.01,UZ,1728610774
494,nema,57.5067,50.5011,-2.96,70,59,3.87,RU,1728610775
495,mount pearl,47.5166,-52.7813,9.85,96,20,3.09,CA,1728610776
496,arapgir,39.0412,38.4952,17.68,32,97,1.64,TR,1728610777
497,manakara,-22.1333,48.0167,19.28,83,52,1.45,MG,1728610778
498,bardai,11.65,7.2333,23.18,69,7,1.8,NG,1728610780
499,vradiyivka,47.862,30.5919,13.77,95,1,2.88,UA,1728610781
500,kencong,-8.2833,113.3667,30.51,57,86,2.1,ID,1728610782
501,margate,51.3813,1.3862,7.61,78,6,4.11,GB,1728610783
502,kotlas,61.2611,46.6556,0.23,63,100,4.28,RU,1728610785
503,khovd,48.0056,91.6419,10.66,36,10,1.14,MN,1728610786
504,coquimbo,-29.9533,-71.3436,12.85,82,75,2.06,CL,1728610282
505,kolonia town,6.964,158.206,32.06,70,75,5.14,FM,1728610788
506,veraval,20.9,70.3667,24.35,84,100,7.48,IN,1728610790
507,fonte boa,-2.4959,-66.2662,25.91,68,88,0.29,BR,1728610791
508,gurun,5.8172,100.4738,22.52,88,100,0.69,MY,1728610792
509,gore,-46.1028,168.9436,15.18,59,77,4.74,NZ,1728610793
510,gagarawa,12.4074,9.5277,28.12,53,7,1.32,NG,1728610795
511,hancheng,32.5186,112.3522,23.28,41,89,1.68,CN,1728610796
512,kargat,55.1956,80.2811,-1.02,52,100,7.61,RU,1728610797
513,mahajanga,-15.7167,46.3167,22.01,53,20,2.57,MG,1728610798
514,bubaque,11.2833,-15.8333,26.42,80,100,4.15,GW,1728610800
515,verdal,63.7933,11.4817,5.83,75,100,5.4,NO,1728610801
516,jiujiang,29.7333,115.9833,24.75,45,30,4.03,CN,1728610802
517,elko,41.0002,-115.5012,21.47,20,100,2.24,US,1728610803
518,bamboo flat,11.7,92.7167,27.05,89,20,1.03,IN,1728610804
519,xiongzhou,25.1167,114.3,24.69,53,0,1.73,CN,1728610805
520,brooks,50.5834,-111.8851,9.46,71,72,1.54,CA,1728610806
521,puerto aysen,-45.4,-72.7,3.89,98,80,1.95,CL,1728610807
522,miyang,24.4042,103.4428,16.56,96,100,1.4,CN,1728610809
523,lazaro cardenas,17.9583,-102.2,26.27,84,53,1.2,MX,1728610810
524,sioux center,43.0797,-96.1756,20.56,60,4,4.37,US,1728610811
525,gaspe,48.8334,-64.4819,7.12,87,75,3.6,CA,1728610812
526,macusani,-14.0833,-70.4333,3.37,88,89,2.6,PE,1728610813
527,sampit,-2.5333,112.95,28.08,85,73,1.5,ID,1728610814
528,peniche,39.3558,-9.3811,18.45,92,100,7.16,PT,1728610815
529,tadine,-21.55,167.8833,24.36,57,0,6.61,NC,1728610816
530,huarmey,-10.0681,-78.1522,17.75,89,16,3.42,PE,1728610817
531,iguala de la independencia,18.35,-99.5333,22.56,79,33,1.76,MX,1728610819
532,sonoita,31.85,-112.8333,30.79,30,7,2.05,MX,1728610820
533,klaksvik,62.2266,-6.589,4.8,61,100,11.67,FO,1728610821
534,santiago de cao,-7.9589,-79.2392,17.07,88,40,4.12,PE,1728610822
535,juanjui,-7.1779,-76.7314,22.43,98,100,0.78,PE,1728610823
536,kidal,18.4411,1.4078,30.77,17,57,1.59,ML,1728610824
537,caleta olivia,-46.4393,-67.5281,11.48,40,72,6.39,AR,1728610825
538,santa terezinha,-29.9002,-50.0904,19.29,94,100,11.89,BR,1728610826
539,sake,-1.5736,29.045,16.24,93,83,0.6,CD,1728610828
540,dzhalagash,45.0833,64.6667,11.81,77,97,5.62,KZ,1728610829
541,maragogi,-9.0122,-35.2225,24.7,74,100,4.33,BR,1728610830
542,antonio enes,-16.2325,39.9086,21.98,85,0,2.99,MZ,1728610831
543,bayanhongor,46.7167,100.1167,4.04,41,6,0.23,MN,1728610832
544,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.03,GF,1728610833
545,ciudad lazaro cardenas,17.9583,-102.2,26.27,84,53,1.2,MX,1728610834
546,ormara,25.2088,64.6357,27.55,74,0,2.93,PK,1728610835
547,oriximina,-1.7656,-55.8661,28.24,52,30,1.61,BR,1728610836
548,gaiman,-43.2897,-65.4929,11.11,58,100,3.17,AR,1728610837
549,okhotsk,59.3833,143.3,4.76,89,100,7.64,RU,1728610839
550,srivardhan,18.0333,73.0167,26.07,87,100,1.91,IN,1728610840
551,galliano,29.4422,-90.2992,19.0,88,0,0.0,US,1728610841
552,astrakhan,46.3497,48.0408,7.93,87,0,1.0,RU,1728610842
553,tonota,-21.4833,27.4833,17.93,42,0,2.96,BW,1728610843
554,altai,46.3722,96.2583,6.61,34,0,0.9,MN,1728610844
555,bacsalmas,46.1265,19.3326,13.7,88,99,3.9,HU,1728610845
556,armacao de buzios,-22.7469,-41.8817,21.2,92,100,9.62,BR,1728610846
557,biloela,-24.4167,150.5,25.58,47,95,5.88,AU,1728610847
558,kundiawa,-6.0167,144.9667,28.39,37,45,1.59,PG,1728610849
559,brandon,27.9378,-82.2859,23.39,86,26,3.13,US,1728610850
560,rivera,-30.9053,-55.5508,19.06,99,100,2.15,UY,1728610851
561,menongue,-14.6585,17.691,16.35,23,14,2.61,AO,1728610852
562,ushtobe,45.2514,77.9838,17.45,36,68,0.96,KZ,1728610853
563,greenville,35.6127,-77.3663,13.4,84,0,0.0,US,1728610854
564,kyshtovka,56.555,76.6271,-1.52,58,100,6.44,RU,1728610855
565,lianzhou,24.7811,112.3825,25.64,52,6,1.2,CN,1728610856
566,alegrete,-29.7831,-55.7919,18.31,98,100,2.29,BR,1728610857
567,koppa,13.5304,75.3633,20.24,95,100,0.51,IN,1728610858
568,le vauclin,14.5452,-60.8388,27.03,83,40,1.03,MQ,1728610860
569,ixtapa,20.7,-105.2,28.57,84,75,2.57,MX,1728610861
570,piranhas,-16.4269,-51.8222,24.4,73,35,1.79,BR,1728610862
571,kerikeri,-35.2268,173.9474,15.51,82,46,2.24,NZ,1728610863
572,kondopoga,62.2057,34.2614,7.45,91,100,5.48,RU,1728610864
573,caleta de carquin,-11.0925,-77.6267,17.65,87,60,4.24,PE,1728610865
574,camiri,-20.05,-63.5167,16.53,88,100,1.16,BO,1728610866
575,kanniyakumari,8.0833,77.5667,25.98,77,93,6.78,IN,1728610868
576,newman,37.3138,-121.0208,25.58,51,68,1.18,US,1728610869
577,zhob,31.3411,69.4481,18.66,22,0,1.44,PK,1728610870
578,cuito,-12.3833,16.9333,14.01,48,21,1.53,AO,1728610871
579,waddan,29.1614,16.139,29.21,23,4,0.98,LY,1728610872
